"Id","Offense","Offense Conference","Defense","Defense Conference","Home","Away","Offense Score","Defense Score","Game Id","Drive Id","Drive Number","Play Number","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yard Line","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type","Play Text","Ppa","Wallclock"
"401287920101849902","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879201","1","1","1","15","0","3","3","65","65","1","10","false","16","Kickoff","Jake Oldroyd kickoff for 62 yds , Trestan Ebner return for 16 yds to the Bayl 19","","2021-10-16T19:40:40.000Z"
"401287920101865501","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879202","2","1","1","13","44","3","3","78","78","1","10","false","5","Pass Reception","Jaren Hall pass complete to Neil Pau'u for 5 yds to the BYU 27","0.0891040604736997","2021-10-16T19:44:32.000Z"
"401287920101868201","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879202","2","2","1","13","17","3","3","73","73","2","5","false","2","Rush","Tyler Allgeier run for 2 yds to the BYU 29","-0.4274277752221574","2021-10-16T19:45:01.000Z"
"401287920101876501","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879202","2","3","1","12","34","3","3","71","71","3","3","false","1","Rush","Tyler Allgeier run for 1 yd to the BYU 30","-0.371900129765180048","2021-10-16T19:45:48.000Z"
"401287920101879801","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879202","2","4","1","12","1","3","3","70","70","4","2","false","0","Punt","Ryan Rehkow punt for 51 yds, fair catch by Trestan Ebner at the Bayl 19","","2021-10-16T19:46:12.000Z"
"401287920101934402","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879204","4","1","1","6","55","3","3","80","80","1","10","false","17","Pass Reception","Jaren Hall pass complete to Isaac Rex for 17 yds to the BYU 37 for a 1ST down","1.3355470020273526","2021-10-16T20:00:20.000Z"
"401287920101937301","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879204","4","2","1","6","26","3","3","63","63","1","10","false","-12","Sack","Jaren Hall sacked by Jalen Pitre for a loss of 12 yards to the BYU 25","-2.17257566478195056","2021-10-16T20:01:19.000Z"
"401287920101945301","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879204","4","3","1","5","46","3","3","75","75","2","22","false","-4","Pass Reception","Jaren Hall pass complete to Lopini Katoa for a loss of 4 yards to the BYU 21","-0.14616604986751280","2021-10-16T20:02:00.000Z"
"401287920101949401","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879204","4","4","1","5","5","3","3","79","79","3","26","false","5","Rush","Tyler Allgeier run for 5 yds to the BYU 26","0.00182135303872676","2021-10-16T20:02:33.000Z"
"401287920101958101","BYU","FBS Independents","Baylor","Big 12","Baylor","BYU","0","0","401287920","4012879204","4","5","1","4","18","3","3","74","74","4","21","false","0","Punt","Ryan Rehkow punt for 40 yds, fair catch by Trestan Ebner at the Bayl 34","","2021-10-16T20:03:09.000Z"
