"Id","Offense","Offense Conference","Defense","Defense Conference","Home","Away","Offense Score","Defense Score","Game Id","Drive Id","Drive Number","Play Number","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yard Line","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type","Play Text","Ppa","Wallclock"
"401525847101854401","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","0","401525847","4015258471","1","1","1","14","55","3","3","65","65","1","10","false","15","Kickoff Return (Offense)","Will Ferrin kickoff for 58 yds , Trevor Wilson return for 15 yds to the KU 22","","2023-09-23T19:36:49.000Z"
"401525847101895301","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","0","401525847","4015258472","2","1","1","10","46","3","3","67","67","1","10","false","0","Pass Incompletion","Kedon Slovis pass incomplete","-0.9568901639239060","2023-09-23T19:42:30.000Z"
"401525847101896101","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258472","2","2","1","10","38","3","3","67","67","2","10","true","22","Fumble Return Touchdown","Cobee Bryant 22 Yd Fumble Return (Seth Keller Kick)","-7.6140531669349452","2023-09-23T19:44:22.000Z"
"401525847101896701","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","2","1","10","32","3","3","75","75","1","10","false","7","Rush","LJ Martin run for 7 yds to the BYU 32","0.6046424600863380","2023-09-23T19:48:34.000Z"
"401525847101898501","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","3","1","10","14","3","3","68","68","2","3","false","9","Pass Reception","Kedon Slovis pass complete to Darius Lassiter for 9 yds to the BYU 41 for a 1ST down","0.8141003098365562","2023-09-23T19:48:57.000Z"
"401525847101906201","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","4","1","9","37","3","3","59","59","1","10","false","8","Pass Reception","Kedon Slovis pass complete to Isaac Rex for 8 yds to the BYU 49","1.0048060983498371","2023-09-23T19:49:23.000Z"
"401525847101909901","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","5","1","9","0","3","3","51","51","2","2","false","14","Pass Reception","Kedon Slovis pass complete to Isaac Rex for 14 yds to the KU 37 for a 1ST down","0.6027976199718470","2023-09-23T19:50:11.000Z"
"401525847101917601","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","6","1","8","23","3","3","37","37","1","10","false","14","Pass Reception","Kedon Slovis pass complete to Isaac Rex for 14 yds to the KU 23 for a 1ST down","0.3874309534055147","2023-09-23T19:50:46.000Z"
"401525847101924701","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","7","1","7","52","3","3","23","23","1","10","false","0","Pass Incompletion","Kedon Slovis pass incomplete","-0.4181180581276075","2023-09-23T19:51:23.000Z"
"401525847101925201","BYU","Big 12","Kansas","Big 12","Kansas","BYU","0","7","401525847","4015258473","3","8","1","7","47","3","3","23","23","2","10","false","5","Rush","LJ Martin run for 5 yds to the KU 18","0.0448464899219197","2023-09-23T19:51:54.000Z"
