"Id","Offense","Offense Conference","Defense","Defense Conference","Home","Away","Offense Score","Defense Score","Game Id","Drive Id","Drive Number","Play Number","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yard Line","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type","Play Text","Ppa","Wallclock"
"401403916101849902","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039161","1","1","1","15","0","3","3","35","65","1","10","false","0","Kickoff","Jake Oldroyd kickoff for 65 yds for a touchback","","2022-10-15T19:35:18.000Z"
"401403916101869501","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039162","2","1","1","13","4","3","3","52","48","1","10","false","0","Rush","Christopher Brooks run for no gain to the Ark 48","-1.0742999147475646","2022-10-15T19:39:34.000Z"
"401403916101875301","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039162","2","2","1","12","46","3","3","52","48","2","10","false","3","Rush","Puka Nacua run for 3 yds to the Ark 45","-0.4010378431857991","2022-10-15T19:40:26.000Z"
"401403916101878001","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039162","2","3","1","12","19","3","3","55","45","3","7","false","0","Pass Incompletion","Jaren Hall pass incomplete","-0.9738521669501789","2022-10-15T19:40:42.000Z"
"401403916101878901","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039162","2","4","1","12","10","3","3","55","45","4","7","false","0","Punt","Ryan Rehkow punt for 44 yds, downed at the Ark 1","","2022-10-15T19:41:02.000Z"
"401403916101897001","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","1","1","10","29","3","3","18","82","1","10","false","2","Rush","Puka Nacua run for 2 yds to the BYU 20","-0.3300044670451081","2022-10-15T19:51:40.000Z"
"401403916101904801","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","2","1","9","51","3","3","20","80","2","8","false","10","Pass Reception","Jaren Hall pass complete to Kody Epps for 10 yds to the BYU 30 for a 1ST down","1.1255161974336154","2022-10-15T19:52:17.000Z"
"401403916101908701","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","3","1","9","12","3","3","30","70","1","10","false","15","Penalty","Hall, Jaren pass incomplete to Roberts, Chase, PENALTY ARKANSAS pass interference (McGlothern, Dwight) 15 yards to the BYU45, NO PLAY, 1ST DOWN BYU.","","2022-10-15T19:53:22.000Z"
"401403916101909502","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","4","1","9","4","3","3","45","55","1","10","false","5","Rush","Puka Nacua run for 5 yds to the 50 yard line","0.1079044232439195","2022-10-15T19:53:31.000Z"
"401403916101917402","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","5","1","8","25","3","3","50","50","2","5","false","0","Pass Incompletion","Jaren Hall pass incomplete to Mason Fakahua","-1.1974135178479380","2022-10-15T19:54:19.000Z"
"401403916101919401","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","6","1","8","5","3","3","50","50","3","4","false","13","Pass Reception","Jaren Hall pass complete to Keanu Hill for 13 yds to the Ark 37 for a 1ST down","2.1680966320340112","2022-10-15T19:55:15.000Z"
"401403916101926203","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","7","1","7","37","3","3","63","37","1","10","false","-1","Fumble Recovery (Own)","Jaren Hall run for a loss of 1 yard to the Ark 38 Jaren Hall fumbled, recovered by BYU Jaren Hall","-0.9402299217519198","2022-10-15T19:56:23.000Z"
"401403916101934101","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","8","1","6","58","3","3","62","38","2","11","false","3","Rush","Christopher Brooks run for 3 yds to the Ark 35","-0.345777552619012","2022-10-15T19:57:13.000Z"
"401403916101938601","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","9","1","6","13","3","3","65","35","3","8","false","0","Pass Incompletion","Jaren Hall pass incomplete to Kody Epps","-1.0352375064725103","2022-10-15T19:57:30.000Z"
"401403916101938602","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","10","1","6","13","2","3","65","35","4","8","false","0","Timeout","Timeout BYU, clock 06:13","","2022-10-15T19:57:30.000Z"
"401403916101939501","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","11","1","6","4","2","3","65","35","4","8","false","31","Pass Reception","Jaren Hall pass complete to Puka Nacua for 31 yds to the Ark 4 for a 1ST down","3.6844630936062103","2022-10-15T20:02:00.000Z"
"401403916101946001","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","0","401403916","4014039164","4","12","1","5","39","2","3","96","4","1","4","true","4","Passing Touchdown","Jaren Hall pass complete to Isaac Rex for 4 yds for a TD, (Justen Smith KICK)","1.688190518713975","2022-10-15T20:04:59.000Z"
"401403916101946003","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","0","0","401403916","4014039164","4","13","1","5","39","2","3","35","65","1","10","false","15","Penalty","ARKANSAS Penalty, Unsportsmanlike Conduct (Dwight McGlothern) to the 50 yard line","",""
"401403916101946004","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","0","401403916","4014039165","5","1","1","5","39","2","3","50","50","1","-5","false","0","Kickoff","Jake Oldroyd kickoff for 50 yds for a touchback","","2022-10-15T20:04:59.000Z"
"401403916101976801","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","7","401403916","4014039166","6","2","1","2","31","2","3","25","75","1","10","false","18","Pass Reception","Jaren Hall pass complete to Puka Nacua for 18 yds to the BYU 43 for a 1ST down","1.6124384222099950","2022-10-15T20:13:51.000Z"
"401403916101979901","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","7","401403916","4014039166","6","3","1","2","0","2","3","43","57","1","10","false","15","Penalty","Hall, Jaren pass incomplete to Nacua, Puka, PENALTY ARKANSAS pass interference (Chavis, Malik) 15 yards to the ARKANSAS42, NO PLAY, 1ST DOWN BYU.","","2022-10-15T20:14:45.000Z"
"401403916101984701","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","7","401403916","4014039166","6","4","1","1","52","2","3","58","42","1","10","false","15","Penalty","Hall, Jaren pass incomplete to Cosper, Brayden, PENALTY ARKANSAS pass interference (McGlothern, Dwight) 15 yards to the ARKANSAS27, NO PLAY, 1ST DOWN BYU.","","2022-10-15T20:15:37.000Z"
"401403916101985301","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","7","401403916","4014039166","6","5","1","1","46","2","3","73","27","1","10","false","0","Pass Incompletion","Jaren Hall pass incomplete to Ethan Erickson","-0.490975886965904","2022-10-15T20:16:00.000Z"
"401403916101987101","BYU","FBS Independents","Arkansas","SEC","BYU","Arkansas","7","7","401403916","4014039166","6","6","1","1","28","2","3","73","27","2","10","false","6","Pass Reception","Jaren Hall pass complete to Chase Roberts for 6 yds to the Ark 21","0.169226644113511","2022-10-15T20:16:51.000Z"
