"Id","Offense","Offense Conference","Defense","Defense Conference","Home","Away","Offense Score","Defense Score","Game Id","Drive Id","Drive Number","Play Number","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yard Line","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type","Play Text","Ppa","Wallclock"
"401415645101849902","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156451","1","1","1","15","0","3","3","35","65","1","10","false","0","Kickoff","Jake Oldroyd kickoff for 65 yds for a touchback","","2022-10-29T00:05:31.000Z"
"401415645101876101","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","1","1","12","38","3","3","40","60","1","10","false","6","Rush","Lopini Katoa run for 6 yds to the BYU 46","0.4012419719961234","2022-10-29T00:09:24.000Z"
"401415645101879301","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","2","1","12","6","3","3","46","54","2","4","false","8","Rush","Lopini Katoa run for 8 yds to the ECaro 46 for a 1ST down","0.8123712240130877","2022-10-29T00:09:58.000Z"
"401415645101886401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","3","1","11","35","3","3","54","46","1","10","false","4","Rush","Lopini Katoa run for 4 yds to the ECaro 42","-0.1215209117621187","2022-10-29T00:10:32.000Z"
"401415645101894601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","4","1","10","53","3","3","58","42","2","6","false","1","Rush","Lopini Katoa run for 1 yd to the ECaro 41","-0.830587920289167","2022-10-29T00:11:40.000Z"
"401415645101898801","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","5","1","10","11","3","3","59","41","3","5","false","2","Rush","Miles Davis run for 2 yds to the ECaro 39","-0.6370156809842395","2022-10-29T00:12:04.000Z"
"401415645101907501","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","6","1","9","24","3","3","61","39","4","3","false","15","Penalty","Hall, Jaren pass incomplete, PENALTY EASTCRLINA roughing passer (Lewis, Jeremy) 15 yards to the EASTCRLINA24, NO PLAY, 1ST DOWN BYU.","","2022-10-29T00:13:35.000Z"
"401415645101908001","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","7","1","9","19","3","3","76","24","1","10","false","3","Rush","Lopini Katoa run for 3 yds to the ECaro 21","-0.135667815794230","2022-10-29T00:14:03.000Z"
"401415645101915401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","8","1","8","45","3","3","79","21","2","7","false","2","Rush","Miles Davis run for 2 yds to the ECaro 19","-0.253193569410863","2022-10-29T00:14:42.000Z"
"401415645101917201","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","0","0","401415645","4014156452","2","9","1","8","27","3","3","81","19","3","5","false","0","Pass Incompletion","Jaren Hall pass incomplete to Puka Nacua","-0.582544025368854","2022-10-29T00:14:52.000Z"
"401415645101917601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","0","401415645","4014156452","2","10","1","8","23","3","3","81","19","4","5","true","36","Field Goal Good","Jake Oldroyd 36 yd FG GOOD","","2022-10-29T00:15:35.000Z"
"401415645101917602","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","0","401415645","4014156453","3","1","1","8","23","3","3","35","65","4","5","false","0","Kickoff","Jake Oldroyd kickoff for 65 yds for a touchback","","2022-10-29T00:19:04.000Z"
"401415645101937701","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156454","4","2","1","6","22","3","3","25","75","1","10","false","0","Pass Incompletion","Jaren Hall pass incomplete to Puka Nacua","-0.70297002204365193","2022-10-29T00:31:25.000Z"
"401415645101938401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156454","4","3","1","6","15","3","3","25","75","2","10","false","2","Rush","Lopini Katoa run for 2 yds to the BYU 27","-0.228441173415014908","2022-10-29T00:32:07.000Z"
"401415645101945901","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156454","4","4","1","5","40","3","3","27","73","3","8","false","0","Pass Incompletion","Jaren Hall pass incomplete to Puka Nacua","-0.224210286453998542","2022-10-29T00:32:35.000Z"
"401415645101947501","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156454","4","5","1","5","24","3","3","27","73","4","8","false","28","Punt","Ryan Rehkow punt for 55 yds , Malik Fleming returns for 28 yds to the ECaro 46","","2022-10-29T00:33:26.000Z"
"401415645101965201","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","1","1","3","47","3","3","8","92","1","10","false","1","Rush","Miles Davis run for 1 yd to the BYU 9","-0.2687904165419095","2022-10-29T00:37:18.000Z"
"401415645101968901","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","2","1","3","10","3","3","9","91","2","9","false","6","Pass Reception","Jaren Hall pass complete to Puka Nacua for 6 yds to the BYU 15","0.10460860812485073","2022-10-29T00:37:52.000Z"
"401415645101977001","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","3","1","2","29","3","3","15","85","3","3","false","5","Pass Reception","Jaren Hall pass complete to Puka Nacua for 5 yds to the BYU 20 for a 1ST down","0.62682928700296257","2022-10-29T00:38:30.000Z"
"401415645101985001","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","4","1","1","49","3","3","20","80","1","10","false","16","Rush","Miles Davis run for 16 yds to the BYU 36 for a 1ST down","1.2388651878297718","2022-10-29T00:39:20.000Z"
"401415645101986201","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","5","1","1","37","3","2","36","64","1","10","false","0","Timeout","Timeout EAST CAROLINA, clock 01:37","","2022-10-29T00:40:26.000Z"
"401415645101986801","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","6","1","1","31","3","2","36","64","1","10","false","2","Rush","Miles Davis run for 2 yds to the BYU 38","-0.6439997383019928","2022-10-29T00:41:02.000Z"
"401415645101994801","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","7","1","0","51","3","2","38","62","2","8","false","5","Pass Reception","Jaren Hall pass complete to Masen Wake for 5 yds to the BYU 43","0.0814745720156971","2022-10-29T00:41:58.000Z"
"401415645101998601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","8","1","0","13","3","2","43","57","3","3","false","5","Penalty","EAST CAROLINA Penalty, Defensive Offside (Jeremy Lewis) to the BYU 48 for a 1ST down","","2022-10-29T00:43:03.000Z"
"401415645101998602","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","9","1","0","0","3","2","43","57","0","3","false","0","End Period","End of 1st Quarter","","2022-10-29T00:43:43.000Z"
"401415645102849901","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","10","2","15","0","3","2","48","52","1","10","false","-5","Penalty","BYU Penalty, False Start (Harris LaChance) to the BYU 43","","2022-10-29T00:47:41.000Z"
"401415645102854601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","11","2","14","53","3","2","43","57","1","15","false","24","Rush","Lopini Katoa run for 24 yds to the ECaro 33 for a 1ST down","2.3166351234934072","2022-10-29T00:48:25.000Z"
"401415645102858201","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","12","2","14","17","3","2","67","33","1","10","false","4","Rush","Puka Nacua run for 4 yds to the ECaro 29","-0.059449490714332","2022-10-29T00:48:59.000Z"
"401415645102866301","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","3","7","401415645","4014156456","6","13","2","13","36","3","2","71","29","2","6","false","5","Rush","Jaren Hall run for 5 yds to the ECaro 24","0.081101471728376","2022-10-29T00:49:45.000Z"
"401415645102874301","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","7","401415645","4014156456","6","14","2","12","56","3","2","76","24","3","1","true","24","Rushing Touchdown","Lopini Katoa run for 24 yds for a TD, (Jake Oldroyd KICK)","2.881422792487944","2022-10-29T00:50:41.000Z"
"401415645102874303","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","7","401415645","4014156457","7","1","2","12","56","3","2","35","65","3","1","false","0","Kickoff","Jake Oldroyd kickoff for 65 yds for a touchback","","2022-10-29T00:50:41.000Z"
"401415645102909101","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","2","2","9","8","3","2","21","79","1","10","false","0","Rush","Miles Davis run for no gain to the BYU 21","-0.58561609761675902","2022-10-29T01:05:06.000Z"
"401415645102917601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","3","2","8","23","3","2","21","79","2","10","false","0","Pass Incompletion","Jaren Hall pass incomplete to Puka Nacua","-0.27606189974832063","2022-10-29T01:05:40.000Z"
"401415645102918401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","4","2","8","15","3","2","21","79","3","10","false","14","Pass Reception","Jaren Hall pass complete to Puka Nacua for 14 yds to the BYU 35 for a 1ST down","1.94949577649090065","2022-10-29T01:06:15.000Z"
"401415645102924101","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","5","2","7","58","3","2","35","65","1","10","false","-3","Pass Reception","Jaren Hall pass complete to Keanu Hill for a loss of 3 yards to the BYU 32","-1.4406782007585912","2022-10-29T01:06:42.000Z"
"401415645102927801","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","6","2","7","21","3","2","32","68","2","13","false","0","Pass Incompletion","Jaren Hall pass incomplete","-0.39199466886882827","2022-10-29T01:07:11.000Z"
"401415645102928601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","7","2","7","13","3","2","32","68","3","13","false","15","Rush","Jaren Hall run for 15 yds to the BYU 47 for a 1ST down","2.98009044674544657","2022-10-29T01:07:57.000Z"
"401415645102936501","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","10","10","401415645","4014156458","8","8","2","6","34","3","2","47","53","1","10","false","23","Rush","Jaren Hall run for 23 yds to the ECaro 30 for a 1ST down","1.2810563006505367","2022-10-29T01:08:56.000Z"
"401415645102939801","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","10","401415645","4014156458","8","9","2","6","1","3","2","70","30","1","10","true","30","Passing Touchdown","Jaren Hall pass complete to Puka Nacua for 30 yds for a TD, (Jake Oldroyd KICK)","2.814243132922771","2022-10-29T01:09:42.000Z"
"401415645102939803","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","10","401415645","4014156459","9","1","2","6","1","3","2","35","65","1","10","false","32","Kickoff Return (Offense)","Jake Oldroyd kickoff for 65 yds , Jsi Hatfield return for 32 yds to the ECaro 32 Jsi Hatfield fumbled, recovered by ECaro Ty Moss","","2022-10-29T01:09:42.000Z"
"401415645102976701","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564510","10","2","2","2","32","3","2","18","82","1","10","false","6","Pass Reception","Jaren Hall pass complete to Masen Wake for 6 yds to the BYU 24","0.2714669258479434","2022-10-29T01:25:15.000Z"
"401415645102984201","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564510","10","3","2","1","57","3","2","24","76","2","4","false","1","Rush","Miles Davis run for 1 yd to the BYU 25","-0.54823214762398464","2022-10-29T01:25:45.000Z"
"401415645102988101","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564510","10","4","2","1","18","3","2","25","75","3","3","false","2","Rush","Lopini Katoa run for 2 yds to the BYU 27","-0.236004169415852341","2022-10-29T01:26:34.000Z"
"401415645102989001","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564510","10","5","2","1","9","3","1","27","73","4","1","false","0","Timeout","Timeout EAST CAROLINA, clock 01:09","","2022-10-29T01:26:47.000Z"
"401415645102994001","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564510","10","6","2","0","59","3","1","27","73","4","1","false","0","Punt","Ryan Rehkow punt for 71 yds , Malik Fleming returns for no gain to the ECaro 2","","2022-10-29T01:28:33.000Z"
"401415645103854401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564512","12","2","3","14","55","3","3","25","75","1","10","false","6","Rush","Lopini Katoa run for 6 yds to the BYU 31","0.3333748010525683","2022-10-29T01:52:09.000Z"
"401415645103858401","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564512","12","3","3","14","15","3","3","31","69","2","4","false","11","Rush","Puka Nacua run for 11 yds to the BYU 42 for a 1ST down","1.1826771066294377","2022-10-29T01:53:01.000Z"
"401415645103864601","BYU","FBS Independents","East Carolina","American Athletic","BYU","East Carolina","17","17","401415645","40141564512","12","4","3","13","53","3","3","42","58","1","10","false","2","Rush","Lopini Katoa run for 2 yds to the BYU 44","-0.6862345439609090","2022-10-29T01:53:22.000Z"
