"Id","Offense","Offense Conference","Defense","Defense Conference","Home","Away","Offense Score","Defense Score","Game Id","Drive Id","Drive Number","Play Number","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yard Line","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type","Play Text","Ppa","Wallclock"
"401525828101849905","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","2","1","15","0","3","3","25","75","1","10","false","0","Pass Incompletion","Kedon Slovis pass incomplete to Aidan Robbins","-0.70297002204365193","2023-09-09T19:03:51.000Z"
"401525828101849906","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","3","1","15","0","3","3","25","75","2","10","false","0","Rush","Aidan Robbins run for no gain to the BYU 25","-0.34710487712173865","2023-09-09T19:03:51.000Z"
"401525828101849907","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","4","1","15","0","3","3","25","75","3","10","false","14","Pass Reception","Kedon Slovis pass complete to Darius Lassiter for 14 yds to the BYU 39 for a 1ST down","2.27281398242184608","2023-09-09T19:03:51.000Z"
"401525828101849908","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","5","1","15","0","3","3","39","61","1","10","false","1","Rush","Parker Kingston run for 1 yd to the BYU 38","-0.9002974178644043","2023-09-09T19:03:51.000Z"
"401525828101849909","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","6","1","15","0","3","3","38","62","2","11","false","3","Rush","Aidan Robbins run for 3 yds to the BYU 41","-0.2770459798912288","2023-09-09T19:03:51.000Z"
"401525828101849911","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","7","1","15","0","3","3","41","59","3","8","false","-5","Penalty","Shotgun Slovis,Kedon pass complete short middle to Roberts,Chase for 17 yards to the SUU42 (Gola-Callard,Tre) PENALTY BYU Illegal Touch-Pass (Roberts,Chase) 5 yards from BYU41 to BYU36. NO PLAY.","","2023-09-09T19:03:51.000Z"
"401525828101887601","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258281","1","8","1","11","23","3","3","36","64","4","13","false","0","Punt","Ryan Rehkow punt for 28 yds, punt out-of-bounds at the SUU 36","","2023-09-09T19:10:49.000Z"
"401525828101928202","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","0","401525828","4015258282","2","10","1","7","17","2","3","44","56","1","10","false","0","Timeout","Timeout BYU, clock 07:17","","2023-09-09T19:16:40.000Z"
"401525828101929103","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258283","3","2","1","7","8","2","3","44","56","1","10","false","3","Rush","Aidan Robbins run for 3 yds to the BYU 47","-0.428073621599390","2023-09-09T19:20:35.000Z"
"401525828101937301","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258283","3","3","1","6","26","2","3","47","53","2","7","false","0","Interception","Kedon Slovis pass intercepted","-2.201743597021304","2023-09-09T19:22:04.000Z"
"401525828101947303","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","1","1","5","26","1","3","26","74","1","10","false","0","Timeout","Timeout BYU, clock 05:26","","2023-09-09T19:25:07.000Z"
"401525828101947304","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","2","1","5","26","1","3","15","85","1","10","false","11","Pass Reception","Kedon Slovis pass complete to Isaac Rex for 11 yds to the BYU 26 for a 1ST down","0.6141852374142438","2023-09-09T19:25:07.000Z"
"401525828101947305","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","3","1","5","26","1","3","26","74","1","10","false","13","Pass Reception","Kedon Slovis pass complete to Chase Roberts for 13 yds to the BYU 39 for a 1ST down","1.1517602759960999","2023-09-09T19:25:07.000Z"
"401525828101947306","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","4","1","5","26","1","3","39","61","1","10","false","7","Rush","Deion Smith run for 7 yds to the BYU 46","0.7076562230979297","2023-09-09T19:25:07.000Z"
"401525828101947307","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","5","1","5","26","1","3","46","54","2","3","false","0","Pass Incompletion","Kedon Slovis pass incomplete to Darius Lassiter","-1.2961650106673161","2023-09-09T19:25:07.000Z"
"401525828101947308","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","6","1","5","26","1","3","46","54","3","3","false","16","Pass Reception","Kedon Slovis pass complete to Isaac Rex for 16 yds to the SUU 38 for a 1ST down","2.3489321754490644","2023-09-09T19:25:07.000Z"
"401525828101976101","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","7","1","2","38","0","3","62","38","1","10","false","0","Timeout","Timeout BYU, clock 02:38","","2023-09-09T19:03:51.000Z"
"401525828101976102","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","8","1","2","38","0","3","62","38","1","10","false","6","Rush","Deion Smith run for 6 yds to the SUU 32","0.251702086778700","2023-09-09T19:36:40.000Z"
"401525828101976103","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","9","1","2","38","0","3","68","32","2","4","false","0","Pass Incompletion","Kedon Slovis pass incomplete to Isaac Rex","-0.781180687607332","2023-09-09T19:36:40.000Z"
"401525828101976104","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","0","3","401525828","4015258285","5","10","1","2","38","0","3","68","32","3","4","false","12","Pass Reception","Kedon Slovis pass complete to Chase Roberts for 12 yds to the SUU 20 for a 1ST down","1.006143520382121","2023-09-09T19:36:40.000Z"
"401525828101989601","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258285","5","11","1","1","3","0","3","80","20","1","10","true","20","Passing Touchdown","Kedon Slovis pass complete to Isaac Rex for 20 yds for a TD (Will Ferrin PAT MISSED)","2.617927729031699","2023-09-09T19:03:51.000Z"
"401525828101989603","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258286","6","1","1","1","3","0","3","35","65","1","10","false","0","Kickoff","Will Ferrin kickoff for 65 yds for a touchback","","2023-09-09T19:41:35.000Z"
"401525828102855103","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258287","7","1","2","14","48","0","2","64","36","1","10","false","0","Pass Incompletion","Kedon Slovis pass incomplete to Isaac Rex","-0.7215426143188567","2023-09-09T19:51:02.000Z"
"401525828102855104","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258287","7","2","2","14","48","0","2","64","36","2","10","false","17","Rush","LJ Martin run for 17 yds to the SUU 19 for a 1ST down","1.1278730806951297","2023-09-09T19:51:02.000Z"
"401525828102855105","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258287","7","3","2","14","48","0","2","81","19","1","10","false","5","Pass Reception","Kedon Slovis pass complete to LJ Martin for 5 yds to the SUU 14","0.074321414460208","2023-09-09T19:51:02.000Z"
"401525828102855106","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258287","7","4","2","14","48","0","2","86","14","2","5","false","6","Pass Reception","Kedon Slovis pass complete to Chase Roberts for 6 yds to the SUU 8 for a 1ST down","0.210526645477623","2023-09-09T19:51:02.000Z"
"401525828102876301","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","13","3","401525828","4015258287","7","5","2","12","36","0","2","92","8","1","8","true","8","Passing Touchdown","Kedon Slovis pass complete to Keanu Hill for 8 yds for a TD (Will Ferrin KICK)","2.319599568699692","2023-09-09T19:53:57.000Z"
"401525828102876302","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","6","3","401525828","4015258287","7","6","2","12","36","0","2","97","3","1","10","false","-5","Penalty","PENALTY BYU False Start (Etienne,Caleb) 5 yards from SUU03 to SUU08. NO PLAY.","","2023-09-09T19:53:57.000Z"
"401525828102876306","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","13","3","401525828","4015258288","8","1","2","12","36","-1","2","35","65","1","10","false","0","Kickoff","Will Ferrin kickoff for 65 yds for a touchback","","2023-09-09T19:56:52.000Z"
"401525828102899003","BYU","Big 12","Southern Utah","UAC","BYU","Southern Utah","13","3","401525828","4015258289","9","1","2","10","9","-2","2","22","78","2","10","false","0","Timeout","Timeout BYU, clock 10:09","","2023-09-09T20:00:47.000Z"
